,date,time,menu
373,2022. 04. 25. (월),오후 02:20:13,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 펩시콜라 355ml', '┗ 중간맛', '┗ 오리지널 (맛선택)']"
374,2022. 04. 25. (월),오후 01:56:49,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 스노윙 치즈볼 4개', '┗ 오징어튀김 2개', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
375,2022. 04. 25. (월),오후 12:26:17,"['우유튀김 6개\n1개', '이연X의멘보샤(특제소스제공)\n1개', '┗ 4개', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+청양마요 (토핑추가)', '┗ 파마산치즈 (토핑추가)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
376,2022. 04. 24. (일),오후 02:41:11,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 청양마요 (맛선택)', '┗ 펩시콜라 355ml', '┗ 게맛살 튀김3개', '15cm왕새우튀김\n1개', '┗ 2개']"
377,2022. 04. 24. (일),오전 11:35:47,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 우유튀김 6개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)']"
378,2022. 04. 24. (일),오전 11:09:01,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ 안매운양념 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)']"
379,2022. 04. 24. (일),오전 10:53:41,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)']"
380,2022. 04. 23. (토),오후 10:10:50,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 한입핫도그 6개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
381,2022. 04. 23. (토),오후 09:55:12,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)', '┗ 직화양념(매콤) 지코X스타일']"
382,2022. 04. 23. (토),오후 08:35:02,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml', '┗ 직화양념(매콤) 지코X스타일']"
383,2022. 04. 23. (토),오후 07:52:49,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '┗ 갈비천왕']"
384,2022. 04. 23. (토),오후 07:24:06,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml', '┗ 직화양념(매콤) 지코X스타일', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
385,2022. 04. 23. (토),오후 06:32:20,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 약한맛', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)']"
386,2022. 04. 23. (토),오후 05:45:39,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 멘보샤 4개(특제소스 제공)', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)']"
387,2022. 04. 23. (토),오후 02:19:27,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '고구마튀김 4개\n1개', '한입핫도그 5개\n1개']"
388,2022. 04. 23. (토),오전 11:54:41,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 청양고추 (토핑추가)', '┗ 이연x멘보샤 3개(특제소스 제공)', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml']"
389,2022. 04. 22. (금),오후 10:23:20,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 콜라 500ml 추가', '┗ 대파+오리지널 (맛선택)', '┗ 청양마요 (맛선택)', '미니 떡볶이\n1개', '┗ 중간맛']"
390,2022. 04. 22. (금),오후 10:17:43,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 중간맛', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 펩시콜라 355ml', '날치알마요 셀프주먹밥\n1개', '15cm왕새우튀김\n1개', '┗ 2개']"
391,2022. 04. 22. (금),오후 10:13:34,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 오란씨(파인맛) 500ml', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 파마산치즈 (토핑추가)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
392,2022. 04. 22. (금),오후 09:21:35,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
393,2022. 04. 22. (금),오후 08:42:22,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '게맛살튀김\n1개', '┗ 3개', '펩시콜라\n1개', '┗ 1.25L']"
394,2022. 04. 22. (금),오후 08:41:36,"['[ 네가지맛 ] 타코 야끼 24~48알\n1개', '┗ 24알 (6알씩 X 4가지맛)', '┗ 대파+오리지널 (맛선택)', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
395,2022. 04. 22. (금),오후 07:27:50,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)']"
396,2022. 04. 22. (금),오후 07:15:42,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '┗ 약한맛', '왕오징어튀김\n1개', '┗ 2개', '15cm왕새우튀김\n1개', '┗ 2개']"
397,2022. 04. 22. (금),오후 06:44:41,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 치즈볼 4개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
398,2022. 04. 22. (금),오후 06:26:34,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)', '┗ 약한맛']"
399,2022. 04. 21. (목),오후 10:05:50,"['카스\n1개', '┗ 병', '타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 오뎅튀김 6개', '┗ 펩시콜라 355ml', '┗ 약한맛', '┗ 오리지널 (맛선택)']"
400,2022. 04. 21. (목),오후 09:21:33,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml', '┗ 치즈볼 4개']"
401,2022. 04. 21. (목),오후 09:10:27,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 24알 추가 (총 36알)', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
402,2022. 04. 21. (목),오후 08:09:24,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '소떡소떡\n2개', '┗ 1개']"
403,2022. 04. 21. (목),오후 05:20:40,"['치밥 도시락\n1개', '┗ 갈비천왕', '타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 갈비천왕', '┗ 쿨피스 350ml', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
404,2022. 04. 21. (목),오전 11:30:08,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '미니오뎅탕\n1개', '야끼만두 5개\n1개']"
405,2022. 04. 19. (화),오후 06:45:30,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 대파+오리지널 (맛선택)', '┗ 15cm왕새우튀김 3개', '┗ 펩시콜라 355ml', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
406,2022. 04. 19. (화),오후 05:41:03,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 소떡소떡 1개', '┗ 사이다 500ml', '┗ 대파+파마산치즈 (토핑추가)', '┗ 청양고추+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화 바베큐']"
407,2022. 04. 19. (화),오후 05:22:02,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 왕등심 돈까스(특제소스 제공)', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
408,2022. 04. 19. (화),오후 03:17:35,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 김말이 4개', '┗ 청양마요 (맛선택)', '┗ 펩시콜라 355ml', '┗ 약한맛']"
409,2022. 04. 19. (화),오후 01:32:24,"['치밥 도시락\n1개', '┗ 갈비천왕', '[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 소떡소떡 1개', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
410,2022. 04. 19. (화),오전 11:28:56,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
411,2022. 04. 19. (화),오전 11:12:13,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)']"
412,2022. 04. 19. (화),오전 10:58:51,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 안매운양념 (맛선택)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '해쉬브라운\n1개', '┗ 4개', '펩시콜라\n1개', '┗ 1.25L', '사이다\n1개', '┗ 1.25L']"
413,2022. 04. 18. (월),오후 10:25:32,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)', '소떡소떡\n1개', '┗ 1개', '펩시콜라\n1개', '┗ 355ml']"
414,2022. 04. 18. (월),오후 09:48:07,"['[][]반반 타코야끼12알[][] [두가지맛]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
415,2022. 04. 18. (월),오후 09:27:30,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 야끼만두 5개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 청양마요 (맛선택)', '┗ 이연x멘보샤 3개(특제소스 제공)', '┗ 쿨피스 350ml']"
416,2022. 04. 18. (월),오후 07:28:19,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 24알 추가 (총 36알)', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 가쓰오부시 추가', '┗ 갈비천왕', '┗ 쿨피스 350ml', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
417,2022. 04. 18. (월),오후 06:56:34,"['게맛살튀김\n1개', '┗ 3개', '쿨피스 캔\n1개', '┗ 350ml', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 안매운양념 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)']"
418,2022. 04. 18. (월),오후 06:14:43,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 가쓰오부시 추가', '┗ 대파 (토핑추가)', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 가쓰오부시 추가', '┗ 대파 (토핑추가)', '┗ 안매운양념 (맛선택)']"
419,2022. 04. 18. (월),오후 02:03:05,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)']"
420,2022. 04. 18. (월),오후 01:05:09,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
421,2022. 04. 18. (월),오후 12:57:45,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 치즈볼 4개', '┗ 소떡소떡 1개', '┗ 해쉬브라운 2개', '┗ 오리지널 (맛선택)']"
422,2022. 04. 18. (월),오전 11:29:36,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ 청양마요 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 파마산치즈 (토핑추가)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
423,2022. 04. 17. (일),오후 10:16:48,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 콜라 500ml 추가', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 대파 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
424,2022. 04. 17. (일),오후 08:30:26,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 약한맛', '┗ 쿨피스 350ml', '참이슬 후레쉬\n1개']"
425,2022. 04. 17. (일),오후 08:09:42,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml', '┗ 중간맛']"
426,2022. 04. 17. (일),오후 07:48:22,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 이연x멘보샤 3개(특제소스 제공)', '┗ 펩시콜라 355ml', '┗ 오리지널 (맛선택)']"
427,2022. 04. 17. (일),오후 07:20:33,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 우유튀김 6개', '┗ 펩시콜라 355ml']"
428,2022. 04. 17. (일),오후 06:25:16,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 고구마튀김 4개', '┗ 콜라 1.25L 추가', '┗ 청양마요 (맛선택)', '┗ 대파+오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
429,2022. 04. 17. (일),오후 06:00:34,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 오란씨(파인맛) 1.5L', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
430,2022. 04. 17. (일),오후 02:15:59,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '수제 등심돈까스\n1개']"
431,2022. 04. 17. (일),오후 01:07:26,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 바베큐 (맛선택)', '┗ 양념치킨', '┗ 쿨피스 350ml']"
432,2022. 04. 17. (일),오전 11:30:05,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)']"
433,2022. 04. 16. (토),오후 09:21:50,"['치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)']"
434,2022. 04. 16. (토),오후 09:19:43,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '┗ 오리지널 (맛선택)', '치밥 도시락\n1개', '┗ 직화양념(매콤) 지코X스타일']"
435,2022. 04. 16. (토),오후 09:13:25,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 15cm새우튀김 2개', '┗ 직화양념(매콤) 지코X스타일', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
436,2022. 04. 16. (토),오후 09:12:35,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ 오리지널 (맛선택)']"
437,2022. 04. 16. (토),오후 07:42:54,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 펩시콜라 1.25L', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 이연x멘보샤 3개(특제소스 제공)']"
438,2022. 04. 16. (토),오후 05:25:29,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 오리지널 (맛선택)']"
439,2022. 04. 16. (토),오후 01:55:34,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 가쓰오부시 추가', '┗ 파마산치즈+오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 펩시콜라 355ml']"
440,2022. 04. 15. (금),오후 10:19:04,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 볶음김치마요 셀프주먹밥', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 펩시콜라 355ml', '┗ 직화양념(매콤) 지코X스타일', '┗ 매콤양념 (맛선택)', '미니 떡볶이\n1개', '┗ 중간맛', '왕오징어튀김\n1개', '┗ 2개']"
441,2022. 04. 14. (목),오후 10:12:59,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '카스\n1개', '┗ 병']"
442,2022. 04. 14. (목),오후 08:56:22,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 파마산치즈+오리지널 (맛선택)', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)', '┗ 매콤양념 (맛선택)']"
443,2022. 04. 14. (목),오후 06:20:57,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알 추가 (총 24알)', '┗ 12알', '┗ 오징어튀김 2개', '┗ 매콤양념 (맛선택)']"
444,2022. 04. 14. (목),오후 05:35:53,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 콜라 500ml 추가', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 매콤양념 (맛선택)']"
445,2022. 04. 14. (목),오후 03:16:01,"['타코야끼12알 + 튀김(선택) + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 찰김말이 6개', '┗ ㄹl뷰 ㅇl벤트(펩시콜라355ml)', '┗ 쿨피스 350ml']"
446,2022. 04. 14. (목),오후 12:23:05,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 멘보샤 4개(특제소스 제공)', '┗ 가쓰오부시 추가', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml', '┗ 직화양념(매콤) 지코X스타일']"
447,2022. 04. 14. (목),오전 11:39:34,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 쿨피스 350ml', '┗ 약한맛']"
448,2022. 04. 12. (화),오후 07:47:37,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 15cm새우튀김 2개', '┗ 소떡소떡 1개', '┗ 오리지널 (맛선택)', '┗ 안매운양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트(쿨피스350ml)']"
449,2022. 04. 12. (화),오후 07:40:11,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 중간맛', '┗ 펩시콜라 355ml', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 매콤양념 (맛선택)']"
450,2022. 04. 12. (화),오후 06:42:52,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 청양마요 (맛선택)', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 대파 (토핑추가)', '┗ 청양마요 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '미니오뎅탕\n1개']"
451,2022. 04. 12. (화),오후 06:13:58,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 12알 추가 (총 24알)', '┗ 오리지널 (맛선택)']"
452,2022. 04. 12. (화),오후 05:47:30,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 한입핫도그 6개', '┗ 치킨 피카츄 1개(소스 뿌려드려요)', '┗ 쿨피스 350ml', '┗ 강한맛', '┗ 오리지널 (맛선택)']"
453,2022. 04. 12. (화),오후 03:06:34,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 직화양념(매콤) 지코X스타일', '┗ 오리지널 (맛선택)', '┗ 펩시콜라 355ml']"
454,2022. 04. 12. (화),오후 01:07:45,"['[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 바베큐 (맛선택)', '┗ 오리지널 (맛선택)', '오란씨(파인맛)\n1개', '┗ 1.5L', '해쉬브라운\n1개', '┗ 2개', '김말이 4개\n1개']"
455,2022. 04. 11. (월),오후 10:14:00,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '미니 떡볶이\n1개', '┗ 약한맛', '[][]반반 타코야끼12알[][] [두가지맛]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
456,2022. 04. 11. (월),오후 08:52:49,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 날치알마요 셀프주먹밥', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
457,2022. 04. 11. (월),오후 07:47:33,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n2개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)']"
458,2022. 04. 11. (월),오후 06:09:52,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 직화양념(매콤) 지코X스타일', '┗ 쿨피스 350ml', '미니 떡볶이\n1개', '┗ 약한맛', '왕오징어튀김\n1개', '┗ 2개']"
459,2022. 04. 11. (월),오후 03:16:21,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)', '펩시콜라\n1개', '┗ 1.25L', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)']"
460,2022. 04. 11. (월),오후 02:25:48,"['[ 세가지맛 ] 타코야끼 36알\n1개', '┗ 36알', '┗ 바베큐 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 매콤양념 (맛선택)']"
461,2022. 04. 11. (월),오후 12:53:58,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 가쓰오부시 추가', '┗ 사이다 500ml', '┗ 강한맛', '┗ 매콤양념 (맛선택)']"
462,2022. 04. 11. (월),오후 12:50:37,"['치밥 도시락\n1개', '┗ 마늘간장', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '소떡소떡\n1개', '┗ 1개']"
463,2022. 04. 11. (월),오전 11:45:08,"['타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 12알 추가 (총 24알)', '┗ 날치알마요 셀프주먹밥', '┗ 해쉬브라운 2개', '┗ 쿨피스 350ml', '┗ 중간맛', '┗ 오리지널 (맛선택)']"
464,2022. 04. 11. (월),오전 11:40:09,"['타코야끼12알 + 치밥 도시락 + 음료1\n1개', '┗ 오리지널 (맛선택)', '┗ 쿨피스 350ml', '┗ 직화양념(매콤) 지코X스타일']"
465,2022. 04. 10. (일),오후 10:26:39,"['사이다\n1개', '┗ 1.25L', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 매콤양념 (맛선택)']"
466,2022. 04. 10. (일),오후 09:46:54,"['한입핫도그 5개\n1개', '타코야끼12알 + 미니떡볶이 + 음료1\n1개', '┗ 오란씨(파인맛) 500ml', '┗ 대파+청양마요 (토핑추가)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 오리지널 (맛선택)', '┗ 중간맛']"
467,2022. 04. 10. (일),오후 09:39:50,"['乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ 오리지널 (맛선택)', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '乃乃타코야끼12알 [배달타코야끼 맛집]\n1개', '┗ 12알', '┗ ㄹl뷰 ㅇl벤트 (타코알 4알)', '┗ 안매운양념 (맛선택)']"
